브랜드,상호,가맹점수,신규개점,계약종료,계약해지,명의변경,가맹점평균매출액(매출액지수),가맹점면적당평균매출액
TOBBYS(토비즈커피),(주)지인터내셔날피엔케이,1,0,0,0,0,"0
(0.00)","0
(0.00)"
카페브루빈(cafe BREWBEAN),(주)떼루와,1,0,0,1,0,"0
(0.00)","0
(0.00)"
"카페안시,스튜디오안시","카페안시,스튜디오안시",1,1,0,0,0,"0
(0.00)","0
(0.00)"
LJ COFFEE,(주)라온제나,1,0,0,0,0,"0
(0.00)","0
(0.00)"
차뜨라므,㈜디저트플러스,1,0,0,0,0,"0
(0.00)","0
(0.00)"
호이안로스터리,에이원인터컴(주),1,1,0,0,0,"0
(0.00)","0
(0.00)"
아운(āoon),(주)티에스커피,1,1,0,0,0,"0
(0.00)","0
(0.00)"
영커피,(주)영투게더컴퍼니,1,1,0,0,0,"0
(0.00)","0
(0.00)"
쿠키프렌즈카페 (Cookie Friends Cafe),(주)진영글로벌,1,1,0,0,0,"0
(0.00)","0
(0.00)"
말리따(MALITTA),(주)피쉐프코리아,1,1,0,0,0,"0
(0.00)","0
(0.00)"
한빵울,한빵울,1,1,0,0,0,"0
(0.00)","0
(0.00)"
더플롯커피(THE PLOT COFFEE),더플롯(THEPLOT),1,1,0,0,0,"0
(0.00)","0
(0.00)"
카페앤스터프,카페앤스터프체인본부,1,0,5,0,0,"0
(0.00)","0
(0.00)"
띵크커피,(주)띵크커피코리아,1,0,1,2,0,"0
(0.00)","0
(0.00)"
별난커피,별난커피,1,1,0,0,0,"0
(0.00)","0
(0.00)"
Smith Barney,펩코코리아(주),1,0,0,0,0,"0
(0.00)","0
(0.00)"
도이창커피,(주)인티코프,1,1,0,0,0,"0
(0.00)","0
(0.00)"
카페 떼오,(주)휴먼앤네이쳐,1,1,0,0,0,"0
(0.00)","0
(0.00)"
OPPA COFFEE(오피피에이 커피),(주)엘리얼티개발,1,1,0,0,0,"0
(0.00)","0
(0.00)"
Blu Shaak(블루샥),(주)단디코리아,1,1,0,0,0,"0
(0.00)","0
(0.00)"
반할커피,반할커피,1,1,0,0,0,"0
(0.00)","0
(0.00)"
소디스커피(sodis coffee),소디스커피,0,0,0,0,0,"0
(0.00)","0
(0.00)"
아키라커피,(주)아키라커피코리아,0,0,0,0,0,"0
(0.00)","0
(0.00)"
카페 우드진,카페우드진,0,0,0,0,0,"0
(0.00)","0
(0.00)"
벤티프레소,(주)정직한,0,0,0,0,0,"0
(0.00)","0
(0.00)"
프루체,프루체,0,0,0,0,0,"0
(0.00)","0
(0.00)"
캔다방,캔다방,0,0,0,0,0,"0
(0.00)","0
(0.00)"
커피브라더,박철두의브라더스커피,0,0,0,0,0,"0
(0.00)","0
(0.00)"
뉴욕쟁이디저트,(주)티앤엠디,0,0,0,0,0,"0
(0.00)","0
(0.00)"
핑거커피,(주)동양정수커피,0,0,0,0,0,"0
(0.00)","0
(0.00)"
생활커피,(주)데일리비어,0,0,0,0,0,"0
(0.00)","0
(0.00)"
