브랜드,상호,가맹점수,신규개점,계약종료,계약해지,명의변경,가맹점평균매출액(매출액지수),가맹점면적당평균매출액
찡떡,찡떡에프앤비,7,7,0,0,0,"327,332
(1.53)","37,056
(0.17)"
와닭꼬치,(주)푸디웍스랩,7,3,9,1,0,"74,928
(0.35)","9,437
(0.04)"
몬나니떡볶이,몬나니,7,0,4,4,0,"123,640
(0.58)","7,754
(0.04)"
밀크밥버거,(주)오색만찬,7,0,0,7,0,"41,102
(0.19)","4,641
(0.02)"
홍대마녀,(주)훌랄라,7,7,0,0,0,"22,223
(0.10)","739
(0.00)"
귀일,(주)오픈스카이앤귀일,7,2,0,1,0,"144,289
(0.68)","19,373
(0.09)"
장상궁김밥,(주)장상궁,7,2,0,0,0,"308,525
(1.45)","19,577
(0.09)"
갑진즉석,BrotherNewBrand,7,9,0,2,0,"0
(0.00)","0
(0.00)"
알리바바쏙쏙김밥,알리바바파트너스(주),6,6,0,1,0,"153,309
(0.72)","20,217
(0.09)"
남도분식,(주)오버플로우,6,6,0,0,0,"0
(0.00)","0
(0.00)"
미가람팔팔닭떡볶이,(주)미가람,6,1,0,0,0,"489,196
(2.29)","18,351
(0.09)"
투핑거스,(주)에땅,6,5,0,2,2,"74,569
(0.35)","9,486
(0.04)"
김대표,김밥,(주)덕,6,0,0,0,0,"354,559
(1.66)","23,903
(0.11)"
오늘도꽈배기,오늘도꽈배기,6,6,0,2,0,"0
(0.00)","0
(0.00)"
맛있게듬뿍,(주)듬뿍하우스,6,2,0,0,0,"154,441
(0.72)","7,473
(0.04)"
서리서리멸치국수,서리서리,6,7,0,1,0,"0
(0.00)","0
(0.00)"
떡불킹,제이엠제이푸드,6,4,0,0,6,"0
(0.00)","0
(0.00)"
크앙분식,(주)원더파트너스,6,6,0,0,0,"61,500
(0.29)","4,193
(0.02)"
효형제돈까스,효브라더스,6,2,0,4,0,"432,618
(2.03)","9,318
(0.04)"
홍마떡,(주)홍마떡푸드,6,6,0,0,0,"421,179
(1.97)","22,247
(0.10)"
달려라달봉이떡볶이,디비코리아,5,1,0,1,0,"170,800
(0.80)","20,422
(0.10)"
올스타떡볶이,올스타떡볶이,5,5,0,0,0,"0
(0.00)","0
(0.00)"
우리둥지,(주)우리둥지,5,0,0,6,1,"173,659
(0.81)","13,113
(0.06)"
고속우동,(주)더본코리아,5,0,0,0,0,"279,860
(1.31)","55,972
(0.26)"
문's,빨간떡볶이&빨간김밥,MOON푸드,5,5,0,0,0,"0
(0.00)","0
(0.00)"
돈페,히노아스카(주),5,1,0,0,0,"784,186
(3.68)","6,939
(0.03)"
어묵대장,떡볶이,어묵대장떡볶이푸드,5,3,0,0,0,"0
(0.00)","0
(0.00)"
엉클박스,엉클상회,5,0,0,1,0,"203,500
(0.95)","8,568
(0.04)"
딸부자꼬마김밥,딸부자꼬마김밥,5,3,0,0,1,"170,116
(0.80)","11,172
(0.05)"
LA김밥,(주)한국창업경제연구소,4,0,0,0,0,"0
(0.00)","0
(0.00)"
또뽀끼야,또뽀끼야,4,0,0,0,0,"0
(0.00)","0
(0.00)"
배달의떡볶이,(주)제이투케이에프앤비,4,4,0,0,0,"0
(0.00)","0
(0.00)"
배떡,어메이징피플즈(주),4,4,0,0,0,"0
(0.00)","0
(0.00)"
덕자네방앗간,(주)덕자네방앗간,4,0,0,0,0,"370,000
(1.73)","18,784
(0.09)"
사이드쇼,㈜사이드쇼,4,0,0,0,0,"0
(0.00)","0
(0.00)"
치킨곱하기떡볶이,헤이요푸드,4,4,0,0,1,"198,466
(0.93)","4,410
(0.02)"
뚱보아저씨,돈가스,뚱보아저씨,4,2,0,0,0,"237,930
(1.12)","8,839
(0.04)"
김밥의진수,(주)카모메호스피탈리티그룹,4,0,0,0,0,"0
(0.00)","0
(0.00)"
우리동네면반장,(주)우리동네에프앤비,4,0,1,0,0,"0
(0.00)","0
(0.00)"
불떡불떡,햇잎푸드(주),4,4,0,0,0,"0
(0.00)","0
(0.00)"
소풍경,(주)나눔드림,4,2,0,0,0,"0
(0.00)","0
(0.00)"
빨간자전거,빨간자전거,4,4,0,0,0,"0
(0.00)","0
(0.00)"
마리왕,(주)마리킹,4,1,0,1,0,"0
(0.00)","0
(0.00)"
바로e생멸치국수,MK에프에스,4,0,0,0,0,"0
(0.00)","0
(0.00)"
남매컵밥,남매컵밥,4,4,0,0,0,"0
(0.00)","0
(0.00)"
쉐프가만든떡볶이,(주)정명에프앤비,4,0,2,0,0,"116,621
(0.55)","10,602
(0.05)"
라패,(주)라패에프앤비,3,0,1,0,0,"0
(0.00)","0
(0.00)"
괴물떡볶이,괴물떡볶이,3,0,0,0,0,"0
(0.00)","0
(0.00)"
코끼리,떡볶이,상상마켓,3,1,0,0,0,"0
(0.00)","0
(0.00)"
괴물떡볶이,괴물떡볶이,3,0,0,0,0,"0
(0.00)","0
(0.00)"
신열떡볶이,신열푸드,3,3,0,0,0,"0
(0.00)","0
(0.00)"
라면데스요,(주)라면데스요,3,1,0,5,0,"0
(0.00)","0
(0.00)"
다다믄,다다믄,3,0,0,2,0,"0
(0.00)","0
(0.00)"
마뇨떡볶이,마뇨떡볶이,3,3,0,0,0,"0
(0.00)","0
(0.00)"
신국,떡볶이,신국푸드,3,2,0,2,0,"0
(0.00)","0
(0.00)"
